Name,Email,Year,Gender,Ethnicity,Major,Courses
Oscar Mccormick,oscarmccormick@stanford.edu,2019,male,Other,Mechanical Engineering,"['ME203', 'ME225', 'ME234', 'ME27SI', 'ME300B', 'ME302A', 'ME484', 'ME495B']"
Kayla Podolsky,kaylapodolsky@stanford.edu,2020,female,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA214A', 'AA215A', 'AA241B', 'AA242A', 'AA272C', 'AA279D', 'AA284B', 'AA801']"
Carl Saunders,carlsaunders@stanford.edu,2018,male,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI156', 'MATSCI173', 'MATSCI210', 'MATSCI303', 'MATSCI323', 'MATSCI331', 'MATSCI358', 'MATSCI382']"
Christy Couch,christycouch@stanford.edu,2020,female,White,Mechanical Engineering,"['ME123', 'ME203X', 'ME204B', 'ME210', 'ME216A', 'ME225', 'ME299B', 'ME412']"
Lisa Boehm,lisaboehm@stanford.edu,2018,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS161', 'CS193C', 'CS261']"
James Reardon,jamesreardon@stanford.edu,2019,male,Other,Chemical Engineering,"['CHEMENG110', 'CHEMENG142', 'CHEMENG180', 'CHEMENG240', 'CHEMENG355', 'CHEMENG464', 'CHEMENG484', 'CHEMENG523']"
Corina Garrett,corinagarrett@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106X', 'CS109', 'CS143', 'CS161', 'CS243']"
Dorothy Gardner,dorothygardner@stanford.edu,2020,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106L', 'CS181W', 'CS208E', 'CS273A', 'CS45N']"
Taylor Abel,taylorabel@stanford.edu,2021,male,White,Chemical Engineering,"['CHEMENG120B', 'CHEMENG160', 'CHEMENG281', 'CHEMENG450', 'CHEMENG462', 'CHEMENG516', 'CHEMENG520', 'CHEMENG699']"
Kay Mattingly,kaymattingly@stanford.edu,2021,female,American Indian or Alaskan Native,Bioengineering,"['BIOE141A', 'BIOE141B', 'BIOE219', 'BIOE229', 'BIOE283', 'BIOE301D', 'BIOE375B', 'BIOE42']"
Jaime Ruiz,jaimeruiz@stanford.edu,2018,male,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106S', 'CS109', 'CS161', 'CS206', 'CS213']"
Anthony Reier,anthonyreier@stanford.edu,2018,male,White,Mechanical Engineering,"['ME219', 'ME224', 'ME235', 'ME239', 'ME310B', 'ME338B', 'ME390A', 'ME70']"
Tony Johnson,tonyjohnson@stanford.edu,2020,male,Black or African American,Materials Science and Engineering,"['MATSCI193', 'MATSCI203', 'MATSCI300', 'MATSCI302', 'MATSCI322', 'MATSCI326', 'MATSCI331', 'MATSCI802']"
Margaret Lofaro,margaretlofaro@stanford.edu,2018,female,Black or African American,Materials Science and Engineering,"['MATSCI156', 'MATSCI194', 'MATSCI203', 'MATSCI208', 'MATSCI210', 'MATSCI381', 'MATSCI382', 'MATSCI400']"
Kevin Lico,kevinlico@stanford.edu,2021,male,White,Mechanical Engineering,"['ME105', 'ME206A', 'ME27SI', 'ME297', 'ME349', 'ME369', 'ME399', 'ME400']"
Sharon Augusto,sharonaugusto@stanford.edu,2019,female,Black or African American,Computer Science,"['CS103', 'CS103A', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS393', 'CS53SI']"
Toni Hayden,tonihayden@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG140', 'CHEMENG262', 'CHEMENG274', 'CHEMENG35N', 'CHEMENG442', 'CHEMENG450', 'CHEMENG505', 'CHEMENG516']"
Phillip Oakley,phillipoakley@stanford.edu,2018,male,White,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS161', 'CS269O', 'CS294S', 'CS395', 'CS42']"
Ryan Williams,ryanwilliams@stanford.edu,2018,male,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS144', 'CS181', 'CS224S', 'CS359C']"
Bernard Shaw,bernardshaw@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS161', 'CS168', 'CS250', 'CS265', 'CS279']"
Benjamin Sweeney,benjaminsweeney@stanford.edu,2020,male,Asian,Mechanical Engineering,"['ME206B', 'ME218A', 'ME281', 'ME359', 'ME373', 'ME377', 'ME457', 'ME470']"
Raymond Pastian,raymondpastian@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106X', 'CS109', 'CS161', 'CS203', 'CS544']"
Joshua Wilson,joshuawilson@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106A', 'CS106B', 'CS109', 'CS269G', 'CS273A', 'CS325B']"
Steven Landwehr,stevenlandwehr@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Materials Science and Engineering,"['MATSCI163', 'MATSCI164', 'MATSCI194', 'MATSCI197', 'MATSCI206', 'MATSCI251', 'MATSCI347', 'MATSCI353']"
Joanne Mcswain,joannemcswain@stanford.edu,2020,female,White,Management Science and Engineering,"['MS&E211', 'MS&E245A', 'MS&E252', 'MS&E256', 'MS&E278', 'MS&E335', 'MS&E374', 'MS&E389']"
Brandon Lenhart,brandonlenhart@stanford.edu,2019,male,White,Materials Science and Engineering,"['MATSCI143', 'MATSCI144', 'MATSCI162', 'MATSCI164', 'MATSCI193', 'MATSCI203', 'MATSCI83N', 'MATSCI84N']"
Barbara Luther,barbaraluther@stanford.edu,2019,female,Asian,Aeronautics and Astronautics,"['AA116Q', 'AA119N', 'AA120Q', 'AA229', 'AA236C', 'AA240A', 'AA244A', 'AA300']"
Julie Chittum,juliechittum@stanford.edu,2020,female,American Indian or Alaskan Native,Mechanical Engineering,"['ME139', 'ME204B', 'ME220', 'ME257', 'ME342', 'ME359', 'ME360', 'ME802']"
Derek Logan,dereklogan@stanford.edu,2021,male,White,Computer Science,"['CS103', 'CS106A', 'CS149', 'CS168', 'CS224W', 'CS348C', 'CS42', 'CS476B']"
Herbert Pino,herbertpino@stanford.edu,2018,male,Asian,Aeronautics and Astronautics,"['AA100', 'AA109Q', 'AA201B', 'AA212', 'AA214C', 'AA218', 'AA241B', 'AA279A']"
Michael Tuai,michaeltuai@stanford.edu,2018,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E293', 'MS&E310', 'MS&E319', 'MS&E330', 'MS&E472', 'MS&E475A', 'MS&E493', 'MS&E494']"
Robert Parker,robertparker@stanford.edu,2021,male,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS199', 'CS225B', 'CS309A']"
John Farrow,johnfarrow@stanford.edu,2020,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS110', 'CS166', 'CS199P', 'CS208E']"
Henry Kirk,henrykirk@stanford.edu,2021,male,American Indian or Alaskan Native,Chemical Engineering,"['CHEMENG180', 'CHEMENG190H', 'CHEMENG451', 'CHEMENG459', 'CHEMENG500', 'CHEMENG510', 'CHEMENG514', 'CHEMENG80Q']"
Patricia Hoffman,patriciahoffman@stanford.edu,2019,female,White,Materials Science and Engineering,"['MATSCI143', 'MATSCI145', 'MATSCI163', 'MATSCI197', 'MATSCI198', 'MATSCI199', 'MATSCI241', 'MATSCI312']"
Donna Lujan,donnalujan@stanford.edu,2021,female,Other,Mechanical Engineering,"['ME101', 'ME110', 'ME14N', 'ME17', 'ME206B', 'ME267', 'ME312', 'ME368B']"
James Plazza,jamesplazza@stanford.edu,2018,male,Black or African American,Chemical Engineering,"['CHEMENG10', 'CHEMENG100', 'CHEMENG130', 'CHEMENG191H', 'CHEMENG281', 'CHEMENG296', 'CHEMENG482', 'CHEMENG500']"
Darrell Ripson,darrellripson@stanford.edu,2019,male,Asian,Electrical Engineering,"['EE107', 'EE109', 'EE264', 'EE278', 'EE285', 'EE316', 'EE371', 'EE376B']"
Kristy Tratar,kristytratar@stanford.edu,2019,female,Asian,Civil and Environmental Engineering,"['CEE249', 'CEE274B', 'CEE285B', 'CEE323A', 'CEE324', 'CEE326', 'CEE328A', 'CEE374B']"
Lori Harrison,loriharrison@stanford.edu,2020,female,Black or African American,Management Science and Engineering,"['MS&E294', 'MS&E299', 'MS&E322', 'MS&E326', 'MS&E374', 'MS&E379', 'MS&E403', 'MS&E446A']"
Kevin Holt,kevinholt@stanford.edu,2019,male,Black or African American,Management Science and Engineering,"['MS&E178', 'MS&E208C', 'MS&E275', 'MS&E280', 'MS&E319', 'MS&E322', 'MS&E463', 'MS&E487']"
John Poindexter,johnpoindexter@stanford.edu,2019,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106B', 'CS107', 'CS109', 'CS377D', 'CS448B']"
Rebecca Ranum,rebeccaranum@stanford.edu,2021,female,Other,Chemical Engineering,"['CHEMENG170', 'CHEMENG240', 'CHEMENG300', 'CHEMENG31N', 'CHEMENG420', 'CHEMENG444', 'CHEMENG513', 'CHEMENG519']"
Jack Martinez,jackmartinez@stanford.edu,2018,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS140', 'CS232', 'CS294H', 'CS448H']"
Lesa Holcomb,lesaholcomb@stanford.edu,2019,female,Asian,Aeronautics and Astronautics,"['AA119N', 'AA222', 'AA240B', 'AA241B', 'AA283', 'AA284C', 'AA295', 'AA297']"
Jose Jones,josejones@stanford.edu,2018,male,Asian,Civil and Environmental Engineering,"['CEE120B', 'CEE176A', 'CEE176C', 'CEE200C', 'CEE203', 'CEE279S', 'CEE374U', 'CEE63']"
Lula Heiden,lulaheiden@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG100', 'CHEMENG191H', 'CHEMENG242', 'CHEMENG25E', 'CHEMENG296', 'CHEMENG466', 'CHEMENG482', 'CHEMENG600']"
Susan Turner,susanturner@stanford.edu,2020,female,Other,Aeronautics and Astronautics,"['AA116Q', 'AA122N', 'AA236A', 'AA240B', 'AA260', 'AA271A', 'AA284A', 'AA802']"
Sean Balkcom,seanbalkcom@stanford.edu,2019,male,Asian,Materials Science and Engineering,"['MATSCI151', 'MATSCI160', 'MATSCI163', 'MATSCI164', 'MATSCI196', 'MATSCI206', 'MATSCI382', 'MATSCI802']"
Charles Ramirez,charlesramirez@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Management Science and Engineering,"['MS&E183', 'MS&E213', 'MS&E250A', 'MS&E271', 'MS&E299', 'MS&E313', 'MS&E334', 'MS&E374']"
Casey Chairez,caseychairez@stanford.edu,2018,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS168', 'CS269G', 'CS345S']"
Alfred Dipietro,alfreddipietro@stanford.edu,2019,male,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS191W', 'CS202', 'CS348C', 'CS361']"
Doris Norris,dorisnorris@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG10', 'CHEMENG120A', 'CHEMENG185B', 'CHEMENG340', 'CHEMENG345', 'CHEMENG420', 'CHEMENG501', 'CHEMENG505']"
Doris Gunther,dorisgunther@stanford.edu,2021,female,White,Materials Science and Engineering,"['MATSCI142', 'MATSCI158', 'MATSCI200', 'MATSCI201', 'MATSCI300', 'MATSCI321', 'MATSCI326', 'MATSCI359']"
Robert Lafrance,robertlafrance@stanford.edu,2020,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS223A', 'CS224N', 'CS45N', 'CS476B']"
Robin Dupre,robindupre@stanford.edu,2021,female,Asian,Mechanical Engineering,"['ME103', 'ME170A', 'ME20N', 'ME216M', 'ME235', 'ME352A', 'ME390A', 'ME469B']"
Janice Dewitt,janicedewitt@stanford.edu,2019,female,Other,Aeronautics and Astronautics,"['AA115N', 'AA116Q', 'AA214B', 'AA236A', 'AA248E', 'AA260', 'AA277', 'AA300']"
Michael Zimmerman,michaelzimmerman@stanford.edu,2019,male,American Indian or Alaskan Native,Aeronautics and Astronautics,"['AA100', 'AA201A', 'AA214B', 'AA236A', 'AA241A', 'AA284B', 'AA300', 'AA801']"
Margaret Burrow,margaretburrow@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS109', 'CS147', 'CS170', 'CS224U']"
Leslie Gilfillan,lesliegilfillan@stanford.edu,2020,female,Other,Electrical Engineering,"['EE213', 'EE218', 'EE279', 'EE303', 'EE308', 'EE316', 'EE369A', 'EE801']"
Christian Mccullough,christianmccullough@stanford.edu,2021,male,White,Chemical Engineering,"['CHEMENG100', 'CHEMENG12SC', 'CHEMENG142', 'CHEMENG242', 'CHEMENG25B', 'CHEMENG25E', 'CHEMENG31N', 'CHEMENG510']"
Antonio Forsmark,antonioforsmark@stanford.edu,2019,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS166', 'CS269I', 'CS273A', 'CS349D']"
Richard Cheeks,richardcheeks@stanford.edu,2019,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS161', 'CS267', 'CS295', 'CS547']"
Barbara Chasse,barbarachasse@stanford.edu,2019,female,Asian,Management Science and Engineering,"['MS&E145', 'MS&E213', 'MS&E233', 'MS&E278', 'MS&E313', 'MS&E332', 'MS&E376', 'MS&E450']"
Jose Lee,joselee@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS101', 'CS103', 'CS106A', 'CS106L', 'CS149', 'CS161', 'CS193S', 'CS244B']"
Jeffrey Mendez,jeffreymendez@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS241', 'CS264', 'CS267', 'CS390S']"
Paul Ray,paulray@stanford.edu,2018,male,Black or African American,Chemical Engineering,"['CHEMENG142', 'CHEMENG150', 'CHEMENG185A', 'CHEMENG450', 'CHEMENG451', 'CHEMENG470', 'CHEMENG514', 'CHEMENG523']"
Holly George,hollygeorge@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME104', 'ME170B', 'ME236', 'ME264', 'ME347', 'ME367', 'ME375A', 'ME388']"
Blanche Riccio,blanchericcio@stanford.edu,2019,female,White,Civil and Environmental Engineering,"['CEE162A', 'CEE241', 'CEE242T', 'CEE261A', 'CEE265E', 'CEE275Q', 'CEE32H', 'CEE363B']"
Amanda Card,amandacard@stanford.edu,2021,female,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS103', 'CS106A', 'CS107', 'CS109', 'CS243', 'CS268', 'CS269I']"
Juliana Sonsino,julianasonsino@stanford.edu,2020,female,Asian,Bioengineering,"['BIOE10N', 'BIOE214', 'BIOE217', 'BIOE283', 'BIOE301B', 'BIOE32Q', 'BIOE374A', 'BIOE374B']"
Santos Cosgrove,santoscosgrove@stanford.edu,2019,male,Black or African American,Electrical Engineering,"['EE234', 'EE290D', 'EE308', 'EE309', 'EE332', 'EE382A', 'EE392B', 'EE392I']"
William Smith,williamsmith@stanford.edu,2021,male,Black or African American,Chemical Engineering,"['CHEMENG110', 'CHEMENG142', 'CHEMENG262', 'CHEMENG355', 'CHEMENG454', 'CHEMENG514', 'CHEMENG516', 'CHEMENG522']"
Joanna Smith,joannasmith@stanford.edu,2018,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS166', 'CS263', 'CS275A']"
Geneva Gross,genevagross@stanford.edu,2020,female,Other,Management Science and Engineering,"['MS&E178', 'MS&E202', 'MS&E221', 'MS&E235', 'MS&E237', 'MS&E245B', 'MS&E319', 'MS&E381']"
Lissette Jageman,lissettejageman@stanford.edu,2020,female,Asian,Electrical Engineering,"['EE102A', 'EE124', 'EE14N', 'EE214B', 'EE256', 'EE316', 'EE355', 'EE384B']"
Jeffrey Kolb,jeffreykolb@stanford.edu,2019,male,American Indian or Alaskan Native,Mechanical Engineering,"['ME1', 'ME112', 'ME13AX', 'ME181', 'ME226', 'ME229', 'ME313', 'ME387']"
Angelica Lombardo,angelicalombardo@stanford.edu,2018,female,White,Management Science and Engineering,"['MS&E140', 'MS&E202', 'MS&E208E', 'MS&E211', 'MS&E240', 'MS&E278', 'MS&E316', 'MS&E365']"
April Padgett,aprilpadgett@stanford.edu,2018,female,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG10', 'CHEMENG140', 'CHEMENG185A', 'CHEMENG242', 'CHEMENG340', 'CHEMENG432', 'CHEMENG442', 'CHEMENG469']"
Cheryl Ramirez,cherylramirez@stanford.edu,2021,female,Other,Mechanical Engineering,"['ME203X', 'ME209', 'ME217', 'ME289A', 'ME359B', 'ME420', 'ME571', 'ME66SI']"
Rebecca Ordonez,rebeccaordonez@stanford.edu,2021,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS110', 'CS1U', 'CS213', 'CS348C', 'CS42', 'CS802']"
Mark Arrington,markarrington@stanford.edu,2021,male,White,Bioengineering,"['BIOE210', 'BIOE225', 'BIOE227', 'BIOE331', 'BIOE342A', 'BIOE375B', 'BIOE391', 'BIOE485']"
Beverly Mccauley,beverlymccauley@stanford.edu,2019,female,Asian,Bioengineering,"['BIOE103B', 'BIOE201C', 'BIOE238', 'BIOE300B', 'BIOE335', 'BIOE374A', 'BIOE42', 'BIOE485']"
Lori Batty,loribatty@stanford.edu,2021,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS161', 'CS257', 'CS328', 'CS53SI']"
Gay Torres,gaytorres@stanford.edu,2020,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106E', 'CS109', 'CS208E', 'CS257', 'CS377C']"
Stephen Thompson,stephenthompson@stanford.edu,2021,male,American Indian or Alaskan Native,Computer Science,"['CS103', 'CS106A', 'CS143', 'CS146', 'CS161', 'CS193A', 'CS199', 'CS242']"
Carmen Hull,carmenhull@stanford.edu,2021,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106L', 'CS109', 'CS161', 'CS191', 'CS224N', 'CS476A']"
Keith Wade,keithwade@stanford.edu,2018,male,Other,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS173', 'CS231N', 'CS234', 'CS325B', 'CS9']"
Eva Hedtke,evahedtke@stanford.edu,2020,female,Other,Mechanical Engineering,"['ME101', 'ME120', 'ME209', 'ME229', 'ME316B', 'ME328', 'ME368B', 'ME420']"
Synthia Palmer,synthiapalmer@stanford.edu,2018,female,Other,Aeronautics and Astronautics,"['AA190', 'AA201B', 'AA206', 'AA222', 'AA228', 'AA236B', 'AA241X', 'AA277']"
Shawn Carrano,shawncarrano@stanford.edu,2018,male,White,Management Science and Engineering,"['MS&E135', 'MS&E208B', 'MS&E208E', 'MS&E245A', 'MS&E246', 'MS&E312', 'MS&E322', 'MS&E384']"
Charlotte Constanza,charlotteconstanza@stanford.edu,2020,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS147', 'CS192', 'CS224U', 'CS326A', 'CS377U']"
Judy Johnson,judyjohnson@stanford.edu,2020,female,White,Electrical Engineering,"['EE223', 'EE252', 'EE290B', 'EE290D', 'EE348', 'EE377', 'EE387', 'EE392I']"
Linda Houser,lindahouser@stanford.edu,2021,female,White,Computer Science,"['CS103', 'CS106A', 'CS106L', 'CS161', 'CS181W', 'CS210B', 'CS275B', 'CS49N']"
Henry Snyder,henrysnyder@stanford.edu,2019,male,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE101S', 'CEE10A', 'CEE113', 'CEE217', 'CEE223', 'CEE263C', 'CEE288', 'CEE320']"
Craig Norton,craignorton@stanford.edu,2021,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106A', 'CS106AJ', 'CS106B', 'CS109', 'CS224W', 'CS246']"
David Komorowski,davidkomorowski@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Aeronautics and Astronautics,"['AA210B', 'AA252', 'AA257', 'AA271A', 'AA284A', 'AA290', 'AA291', 'AA295']"
Robert Snyder,robertsnyder@stanford.edu,2021,male,Black or African American,Civil and Environmental Engineering,"['CEE107S', 'CEE130', 'CEE144', 'CEE224Y', 'CEE279W', 'CEE285B', 'CEE308', 'CEE326']"
Charlotte Ferullo,charlotteferullo@stanford.edu,2019,female,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS148', 'CS161', 'CS203', 'CS234', 'CS267', 'CS390W']"
Eddie Faulkner,eddiefaulkner@stanford.edu,2018,male,Other,Bioengineering,"['BIOE215', 'BIOE217', 'BIOE222', 'BIOE229', 'BIOE256', 'BIOE301A', 'BIOE342A', 'BIOE484']"
Robert Rosario,robertrosario@stanford.edu,2020,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS107', 'CS140', 'CS261', 'CS319', 'CS499P']"
Cora Zavala,corazavala@stanford.edu,2018,female,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS194W', 'CS229T', 'CS251', 'CS331B', 'CS379C']"
Francisco Dixon,franciscodixon@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Mechanical Engineering,"['ME206B', 'ME209', 'ME245', 'ME350A', 'ME367', 'ME414', 'ME70', 'ME802']"
Mark Craig,markcraig@stanford.edu,2021,male,Other,Bioengineering,"['BIOE131', 'BIOE140', 'BIOE212', 'BIOE215', 'BIOE291', 'BIOE300C', 'BIOE370', 'BIOE386']"
Aaron Sims,aaronsims@stanford.edu,2018,male,Asian,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS106E', 'CS109', 'CS1U', 'CS228', 'CS369H']"
Cory Sumpter,corysumpter@stanford.edu,2018,male,White,Computer Science,"['CS103', 'CS106A', 'CS107', 'CS109', 'CS145', 'CS242', 'CS499P', 'CS7']"
Curtis Askew,curtisaskew@stanford.edu,2021,male,Black or African American,Management Science and Engineering,"['MS&E149', 'MS&E233', 'MS&E238A', 'MS&E325', 'MS&E335', 'MS&E387', 'MS&E391', 'MS&E472']"
Betty Patterson,bettypatterson@stanford.edu,2018,female,White,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS166', 'CS168', 'CS229T', 'CS298', 'CS377']"
Palma Hopkins,palmahopkins@stanford.edu,2019,female,Black or African American,Chemical Engineering,"['CHEMENG181', 'CHEMENG191H', 'CHEMENG310', 'CHEMENG340', 'CHEMENG464', 'CHEMENG513', 'CHEMENG699', 'CHEMENG801']"
Mira Cacciotti,miracacciotti@stanford.edu,2018,female,White,Mechanical Engineering,"['ME208', 'ME292', 'ME316C', 'ME354', 'ME370A', 'ME405', 'ME421', 'ME461']"
Patricia Collins,patriciacollins@stanford.edu,2019,female,White,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS109L', 'CS124', 'CS191', 'CS268']"
Frank Crain,frankcrain@stanford.edu,2020,male,American Indian or Alaskan Native,Management Science and Engineering,"['MS&E112', 'MS&E149', 'MS&E175', 'MS&E231', 'MS&E234', 'MS&E292', 'MS&E318', 'MS&E494']"
Thomas Anderson,thomasanderson@stanford.edu,2020,male,Asian,Aeronautics and Astronautics,"['AA210B', 'AA222', 'AA244A', 'AA250', 'AA257', 'AA279A', 'AA283', 'AA291']"
Judith Crawford,judithcrawford@stanford.edu,2020,female,Asian,Computer Science,"['CS103', 'CS106A', 'CS146', 'CS294W', 'CS326', 'CS328', 'CS377E', 'CS522']"
Kathy Johnson,kathyjohnson@stanford.edu,2021,female,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS221', 'CS239', 'CS294S', 'CS49N']"
Christopher Thomas,christopherthomas@stanford.edu,2021,male,Native Hawaiian or Pacific Islander,Bioengineering,"['BIOE101', 'BIOE212', 'BIOE215', 'BIOE273', 'BIOE331', 'BIOE386', 'BIOE44', 'BIOE454']"
Raymond Ricci,raymondricci@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Computer Science,"['CS103', 'CS106A', 'CS109', 'CS225B', 'CS234', 'CS254', 'CS295', 'CS379']"
Naomi Barnes,naomibarnes@stanford.edu,2019,female,Black or African American,Electrical Engineering,"['EE108', 'EE114', 'EE205', 'EE267', 'EE292G', 'EE316', 'EE402A', 'EE42']"
Shannon Smith,shannonsmith@stanford.edu,2020,male,Native Hawaiian or Pacific Islander,Electrical Engineering,"['EE134', 'EE155', 'EE169', 'EE290F', 'EE292H', 'EE331', 'EE369C', 'EE392AA']"
Fred Oneal,fredoneal@stanford.edu,2021,male,American Indian or Alaskan Native,Materials Science and Engineering,"['MATSCI159Q', 'MATSCI164', 'MATSCI175', 'MATSCI204', 'MATSCI241', 'MATSCI320', 'MATSCI323', 'MATSCI399']"
Danielle Cannon,daniellecannon@stanford.edu,2018,female,White,Mechanical Engineering,"['ME237', 'ME298', 'ME310A', 'ME364', 'ME367', 'ME378', 'ME387', 'ME469B']"
Cheryl Brown,cherylbrown@stanford.edu,2020,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE102', 'CEE133F', 'CEE175A', 'CEE275S', 'CEE277F', 'CEE282', 'CEE301', 'CEE32T']"
George Lucas,georgelucas@stanford.edu,2020,male,Other,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS161', 'CS183F', 'CS245', 'CS261', 'CS56N']"
Keith James,keithjames@stanford.edu,2018,male,Native Hawaiian or Pacific Islander,Chemical Engineering,"['CHEMENG10', 'CHEMENG130', 'CHEMENG181', 'CHEMENG190', 'CHEMENG484', 'CHEMENG500', 'CHEMENG510', 'CHEMENG802']"
Lillian Cross,lilliancross@stanford.edu,2018,female,American Indian or Alaskan Native,Civil and Environmental Engineering,"['CEE1', 'CEE195', 'CEE1A', 'CEE205B', 'CEE226E', 'CEE244', 'CEE263C', 'CEE378D']"
Jeffrey Rahn,jeffreyrahn@stanford.edu,2019,male,American Indian or Alaskan Native,Computer Science,"['CS101', 'CS103', 'CS106A', 'CS106B', 'CS194W', 'CS294A', 'CS468', 'CS581']"
Steven Ruic,stevenruic@stanford.edu,2021,male,Black or African American,Computer Science,"['CS103', 'CS106A', 'CS106B', 'CS109', 'CS155', 'CS229T', 'CS254', 'CS7']"
Margaret Johnston,margaretjohnston@stanford.edu,2018,female,White,Bioengineering,"['BIOE141A', 'BIOE191X', 'BIOE244', 'BIOE261', 'BIOE376', 'BIOE42', 'BIOE485', 'BIOE70Q']"
Abraham Farrow,abrahamfarrow@stanford.edu,2018,male,Black or African American,Materials Science and Engineering,"['MATSCI10SC', 'MATSCI172', 'MATSCI175', 'MATSCI197', 'MATSCI202', 'MATSCI230', 'MATSCI346', 'MATSCI802']"
Kelly Kuhns,kellykuhns@stanford.edu,2019,female,Other,Mechanical Engineering,"['ME191H', 'ME302A', 'ME302B', 'ME330', 'ME346C', 'ME451D', 'ME495A', 'ME801']"
Malissa Louden,malissalouden@stanford.edu,2020,female,American Indian or Alaskan Native,Mechanical Engineering,"['ME105', 'ME170A', 'ME241', 'ME289A', 'ME315', 'ME338', 'ME346A', 'ME500']"
Roseann Meyers,roseannmeyers@stanford.edu,2021,female,Black or African American,Electrical Engineering,"['EE254', 'EE332', 'EE384B', 'EE392B', 'EE392K', 'EE46', 'EE65', 'EE801']"
Vanessa Zickefoose,vanessazickefoose@stanford.edu,2019,female,Native Hawaiian or Pacific Islander,Civil and Environmental Engineering,"['CEE101D', 'CEE151', 'CEE162A', 'CEE177', 'CEE1A', 'CEE229S', 'CEE252Q', 'CEE258B']"
